gene1	gene2	time1_observed_logFC	time1_expected_logFC	time1_pval	time2_observed_logFC	time2_expected_logFC	time2_pval	time1_residual_logFC	time2_residual_logFC	time1_fdr	time2_fdr	time1_is_gi	time2_is_gi
CREBBP	EP300	0.463606265359761	1.0544926584383	0.512486352283095	0.531776010105883	1.24599161761804	0.324548174828994	-0.590886393078542	-0.714215607512155	0.648144504358032	0.504608235666323	FALSE	FALSE
EP300	CREBBP	0.103232731664118	0.143221261961404	0.743702065375981	-0.0283298218845568	-0.330694731177189	0.65287003041307	-0.0399885302972854	0.302364909292633	0.829282043725567	0.785270246370965	FALSE	FALSE
BCL2L1	BCL2L2	-0.748606005505656	0.528424392093245	0.0110701616446181	-0.875512233245214	-0.0351089396094702	0.148428028081982	-1.2770303975989	-0.840403293635743	0.0395108841821797	0.305393823394167	TRUE	FALSE
BCL2L2	BCL2L1	-1.28170361212664	-0.747871049454345	0.236306544000197	-1.7312118213999	-1.62562728888496	0.895875950333113	-0.533832562672294	-0.105584532514941	0.378530622286694	0.945044208884997	FALSE	FALSE
BCL2L1	MCL1	-0.729312850018817	0.377861218517907	0.0143059047912262	-1.10007063455884	-0.123146531311696	0.13997242483617	-1.10717406853672	-0.97692410324714	0.0481931684214611	0.293600695997821	TRUE	FALSE
MCL1	BCL2L1	-1.62791495886962	-0.418941142369265	0.00107771716441648	-1.68831426022863	-0.831008429449553	0.0300186809075084	-1.20897381650035	-0.857305830779078	0.0075660143787606	0.102241843882999	TRUE	FALSE
PARP1	PARP2	0.175252875378984	0.141325434528693	0.594883930583728	0.0320656296072952	0.451233674594881	0.389233298727313	0.0339274408502904	-0.419168044987586	0.714275993440846	0.566157525421547	FALSE	FALSE
PARP2	PARP1	-0.247710326092814	0.557994171096593	0.135911147675854	-0.398436423936068	0.385575699638904	0.258083093377211	-0.805704497189407	-0.784012123574972	0.255042669604617	0.439507842186934	FALSE	FALSE
MAPK1	MAPK3	-1.62932547898152	-2.3529714260824	0.0891947730984869	-2.08633573733168	-3.75074265896895	0.00118667446462527	0.723645947100875	1.66440692163728	0.185426500954079	0.0115805961937899	FALSE	TRUE
MAPK3	MAPK1	-1.84164720495211	-1.09551824027087	0.126147401015694	-2.18081022229646	-1.53938458810992	0.267097024243296	-0.746128964681239	-0.64142563418654	0.2400813607159	0.44548546104094	FALSE	FALSE
MDM2	TP53	0.945126603663075	-1.1376541112497	0.00118678977959984	1.16027481597847	-0.49049879561638	0.00490657659283001	2.08278071491278	1.65077361159485	0.00788899872816127	0.0295518288327456	TRUE	TRUE
TP53	MDM2	1.60544788241185	-0.0541968650889216	0.00731537709520642	1.68974019941717	0.512473226803093	0.0518583038096879	1.65964474750077	1.17726697261408	0.0294884033731328	0.147431871987873	TRUE	FALSE
ABHD12	ABHD12B	-0.255439423740659	-0.919725502817386	0.0112560077030628	-0.453597270699162	-1.23076603592871	0.00987482265059421	0.664286079076727	0.777168765229548	0.0395108841821797	0.0481835317986441	TRUE	TRUE
ABHD12B	ABHD12	-0.320585056091331	-0.0246104734366286	0.65287003041307	-0.148245187657791	-0.0603799508742608	0.712965124764759	-0.295974582654702	-0.0878652367835307	0.760668214943594	0.818215189054469	FALSE	FALSE
ABL1	ABL2	0.139836222928736	1.08581891158899	0.0209023068445138	0.272970482406527	0.676290500928714	0.902462275054423	-0.945982688660253	-0.403320018522187	0.0641999424510065	0.945044208884997	TRUE	FALSE
ABL2	ABL1	-0.0200626951819878	1.4190449201657	0.000996702371208616	0.0266773953367914	1.64092955473113	0.000996702371208616	-1.43910761534768	-1.61425215939434	0.0070331408347849	0.0103117478404741	TRUE	TRUE
DMWD	WDR20	0.264246529619414	0.745248295166121	0.743702065375981	0.440063820724696	0.58939134207275	0.743702065375981	-0.481001765546708	-0.149327521348054	0.829282043725567	0.838111418474488	FALSE	FALSE
WDR20	DMWD	0.900579784135428	0.245232022333379	0.0674961538838424	1.18696974482094	0.44008481084671	0.126147401015694	0.655347761802048	0.746884933974226	0.150770629454817	0.271216912183743	FALSE	FALSE
HNRNPL	HNRNPLL	-2.34657933641342	-1.9978971373497	0.753522264848104	-2.86349287060834	-2.29002421374102	0.448494603073459	-0.348682199063722	-0.573468656867317	0.839551932332786	0.621478926313273	FALSE	FALSE
HNRNPLL	HNRNPL	-1.92758627818921	1.37400901305041	8.63861155077776e-07	-2.1912640536053	0.594063762050619	3.43223641017469e-05	-3.30159529123962	-2.78532781565592	4.95280395577925e-05	0.00131187702788899	TRUE	TRUE
ACBD3	TMED8	0.121867774466272	-0.154781675778989	0.345310897182987	0.038151979146839	-0.795787413894752	0.00270187403718162	0.276649450245261	0.833939393041591	0.495461725259427	0.0192631019438441	FALSE	TRUE
TMED8	ACBD3	-0.321285962331242	-0.443962104230945	0.345310897182987	-0.394903368940675	-0.765905745297736	0.160685472537209	0.122676141899703	0.371002376357061	0.495461725259427	0.315411141528103	FALSE	FALSE
DBI	ACBD7	-0.463005918933615	1.08550140288772	0.000996702371208616	-0.671488650965941	0.693638368766659	0.0127990313408827	-1.54850732182134	-1.3651270197326	0.0070331408347849	0.0577425151641135	TRUE	TRUE
ACBD7	DBI	-0.306460910757026	1.29153311213005	0.0285714285714286	-0.371348136998498	1.24266137116828	0.0285714285714286	-1.59799402288707	-1.61400950816678	0.0819047619047619	0.100712528907899	TRUE	FALSE
ACSL1	ACSL6	-0.291132460968493	0.128822252836761	0.436289427525659	-0.586279846167118	-0.45029658257489	1	-0.419954713805254	-0.135983263592228	0.582848788616803	1	FALSE	FALSE
ACSL6	ACSL1	-0.0511634970676451	0.101934692486754	0.594883930583728	-0.136499667147897	-0.113708036982584	0.285440870895821	-0.153098189554399	-0.0227916301653131	0.714275993440846	0.464263165901478	FALSE	FALSE
ACTR1A	ACTR1B	-2.6527665994237	-3.75067264876536	0.216856638760083	-2.89397062535204	-3.5558398564621	0.389233298727313	1.09790604934166	0.661869231110054	0.356931501117075	0.566157525421547	FALSE	FALSE
ACTR1B	ACTR1A	-0.449015776570566	1.23114922662579	0.000112534032261475	-0.859484750038735	-0.404062401399145	0.160685472537209	-1.68016500319635	-0.45542234863959	0.0015484682839179	0.315411141528103	TRUE	FALSE
ACVR2A	ACVR2B	0.569149858304631	1.46543452029487	0.00230645771025736	0.572482895582967	1.24254028967722	0.0742044999172241	-0.896284661990239	-0.670057394094252	0.0128489304020815	0.19374837170038	TRUE	FALSE
